"origin","year","month","day","hour","temp","dewp","humid","wind_dir","wind_speed","wind_gust","precip","pressure","visib","date"
"PDX",2016,9,28,11,NA,NA,NA,0,0,0,NA,NA,10,2016-09-28 11:00:00
"PDX",2016,9,28,12,NA,NA,NA,0,0,0,NA,NA,10,2016-09-28 12:00:00
"PDX",2016,9,28,13,NA,NA,NA,0,0,0,NA,NA,10,2016-09-28 13:00:00
"PDX",2016,9,28,14,NA,NA,NA,0,0,0,NA,NA,10,2016-09-28 14:00:00
"PDX",2016,9,28,15,NA,NA,NA,0,0,0,NA,NA,10,2016-09-28 15:00:00
"PDX",2016,9,28,16,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,10,2016-09-28 16:00:00
"PDX",2016,9,28,17,NA,NA,NA,360,4.60312,5.2971784336,NA,NA,10,2016-09-28 17:00:00
"PDX",2016,9,28,18,NA,NA,NA,290,4.60312,5.2971784336,NA,NA,10,2016-09-28 18:00:00
"PDX",2016,9,28,19,NA,NA,NA,300,4.60312,5.2971784336,NA,NA,10,2016-09-28 19:00:00
"PDX",2016,9,28,20,NA,NA,NA,260,6.90468,7.9457676504,NA,NA,10,2016-09-28 20:00:00
"PDX",2016,9,28,21,NA,NA,NA,300,4.60312,5.2971784336,NA,NA,10,2016-09-28 21:00:00
"PDX",2016,9,28,22,NA,NA,NA,310,5.7539,6.621473042,NA,NA,10,2016-09-28 22:00:00
"PDX",2016,9,28,23,NA,NA,NA,340,3.45234,3.9728838252,NA,NA,10,2016-09-28 23:00:00
"PDX",2016,9,29,0,NA,NA,NA,330,6.90468,7.9457676504,NA,NA,10,2016-09-29 00:00:00
"PDX",2016,9,29,1,NA,NA,NA,330,10.35702,11.9186514756,NA,NA,10,2016-09-29 01:00:00
"PDX",2016,9,29,2,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-09-29 02:00:00
"PDX",2016,9,29,3,NA,NA,NA,300,9.20624,10.5943568672,NA,NA,10,2016-09-29 03:00:00
"PDX",2016,9,29,4,NA,NA,NA,300,9.20624,10.5943568672,NA,NA,10,2016-09-29 04:00:00
"PDX",2016,9,29,5,NA,NA,NA,300,6.90468,7.9457676504,NA,NA,10,2016-09-29 05:00:00
"PDX",2016,9,29,6,NA,NA,NA,300,3.45234,3.9728838252,NA,NA,10,2016-09-29 06:00:00
"PDX",2016,9,29,7,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-09-29 07:00:00
"PDX",2016,9,29,8,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-09-29 08:00:00
"PDX",2016,9,29,9,NA,NA,NA,300,3.45234,3.9728838252,NA,NA,10,2016-09-29 09:00:00
"PDX",2016,9,29,10,NA,NA,NA,310,3.45234,3.9728838252,NA,NA,10,2016-09-29 10:00:00
"PDX",2016,9,29,11,NA,NA,NA,310,3.45234,3.9728838252,NA,NA,10,2016-09-29 11:00:00
"PDX",2016,9,29,12,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-09-29 12:00:00
"PDX",2016,9,29,13,NA,NA,NA,0,0,0,NA,NA,10,2016-09-29 13:00:00
"PDX",2016,9,29,14,NA,NA,NA,0,0,0,NA,NA,10,2016-09-29 14:00:00
"PDX",2016,9,29,15,NA,NA,NA,350,6.90468,7.9457676504,NA,NA,10,2016-09-29 15:00:00
"PDX",2016,9,29,16,NA,NA,NA,320,5.7539,6.621473042,NA,NA,10,2016-09-29 16:00:00
"PDX",2016,9,29,17,NA,NA,NA,330,4.60312,5.2971784336,NA,NA,10,2016-09-29 17:00:00
"PDX",2016,9,29,18,NA,NA,NA,340,4.60312,5.2971784336,NA,NA,10,2016-09-29 18:00:00
"PDX",2016,9,29,19,NA,NA,NA,280,6.90468,7.9457676504,NA,NA,10,2016-09-29 19:00:00
"PDX",2016,9,29,20,NA,NA,NA,300,6.90468,7.9457676504,NA,NA,10,2016-09-29 20:00:00
"PDX",2016,9,29,21,NA,NA,NA,340,8.05546,9.2700622588,NA,NA,10,2016-09-29 21:00:00
"PDX",2016,9,29,22,NA,NA,NA,310,9.20624,10.5943568672,NA,NA,10,2016-09-29 22:00:00
"PDX",2016,9,29,23,NA,NA,NA,280,8.05546,9.2700622588,NA,NA,10,2016-09-29 23:00:00
"PDX",2016,9,30,0,NA,NA,NA,350,5.7539,6.621473042,NA,NA,10,2016-09-30 00:00:00
"PDX",2016,9,30,1,NA,NA,NA,360,4.60312,5.2971784336,NA,NA,10,2016-09-30 01:00:00
"PDX",2016,9,30,2,NA,NA,NA,330,3.45234,3.9728838252,NA,NA,10,2016-09-30 02:00:00
"PDX",2016,9,30,3,NA,NA,NA,320,8.05546,9.2700622588,NA,NA,10,2016-09-30 03:00:00
"PDX",2016,9,30,4,NA,NA,NA,310,9.20624,10.5943568672,NA,NA,10,2016-09-30 04:00:00
"PDX",2016,9,30,5,NA,NA,NA,310,4.60312,5.2971784336,NA,NA,10,2016-09-30 05:00:00
"PDX",2016,9,30,6,NA,NA,NA,320,3.45234,3.9728838252,NA,NA,10,2016-09-30 06:00:00
"PDX",2016,9,30,7,NA,NA,NA,310,3.45234,3.9728838252,NA,NA,10,2016-09-30 07:00:00
"PDX",2016,9,30,8,NA,NA,NA,320,4.60312,5.2971784336,NA,NA,10,2016-09-30 08:00:00
"PDX",2016,9,30,9,NA,NA,NA,0,0,0,NA,NA,9,2016-09-30 09:00:00
"PDX",2016,9,30,10,NA,NA,NA,310,4.60312,5.2971784336,NA,NA,10,2016-09-30 10:00:00
"PDX",2016,9,30,11,NA,NA,NA,0,0,0,NA,NA,10,2016-09-30 11:00:00
"PDX",2016,9,30,12,NA,NA,NA,290,3.45234,3.9728838252,NA,NA,10,2016-09-30 12:00:00
"PDX",2016,9,30,13,NA,NA,NA,310,3.45234,3.9728838252,NA,NA,10,2016-09-30 13:00:00
"PDX",2016,9,30,14,NA,NA,NA,310,5.7539,6.621473042,NA,NA,6,2016-09-30 14:00:00
"PDX",2016,9,30,15,NA,NA,NA,0,0,0,NA,NA,4,2016-09-30 15:00:00
"PDX",2016,9,30,16,48.02,44.96,89.08,30,6.90468,7.9457676504,0,NA,2,2016-09-30 16:00:00
"PDX",2016,9,30,17,NA,NA,NA,0,0,0,NA,NA,8,2016-09-30 17:00:00
"PDX",2016,9,30,18,NA,NA,NA,0,0,0,NA,NA,7,2016-09-30 18:00:00
"PDX",2016,9,30,19,NA,NA,NA,0,0,0,NA,NA,7,2016-09-30 19:00:00
"PDX",2016,9,30,20,NA,NA,NA,30,3.45234,3.9728838252,NA,NA,10,2016-09-30 20:00:00
"PDX",2016,9,30,21,NA,NA,NA,60,5.7539,6.621473042,NA,NA,10,2016-09-30 21:00:00
"PDX",2016,9,30,22,NA,NA,NA,60,6.90468,7.9457676504,NA,NA,10,2016-09-30 22:00:00
"PDX",2016,9,30,23,NA,NA,NA,210,11.5078,13.242946084,NA,NA,10,2016-09-30 23:00:00
"PDX",2016,10,1,0,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2016-10-01 00:00:00
"PDX",2016,10,1,1,NA,NA,NA,230,12.65858,14.5672406924,NA,NA,10,2016-10-01 01:00:00
"PDX",2016,10,1,2,NA,NA,NA,250,10.35702,11.9186514756,NA,NA,10,2016-10-01 02:00:00
"PDX",2016,10,1,3,NA,NA,NA,220,11.5078,13.242946084,NA,NA,10,2016-10-01 03:00:00
"PDX",2016,10,1,4,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2016-10-01 04:00:00
"PDX",2016,10,1,5,NA,NA,NA,180,6.90468,7.9457676504,NA,NA,10,2016-10-01 05:00:00
"PDX",2016,10,1,6,NA,NA,NA,170,8.05546,9.2700622588,NA,NA,10,2016-10-01 06:00:00
"PDX",2016,10,1,7,NA,NA,NA,170,9.20624,10.5943568672,NA,NA,10,2016-10-01 07:00:00
"PDX",2016,10,1,8,NA,NA,NA,170,10.35702,11.9186514756,NA,NA,10,2016-10-01 08:00:00
"PDX",2016,10,1,9,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2016-10-01 09:00:00
"PDX",2016,10,1,10,NA,NA,NA,130,4.60312,5.2971784336,NA,NA,10,2016-10-01 10:00:00
"PDX",2016,10,1,11,NA,NA,NA,100,4.60312,5.2971784336,NA,NA,10,2016-10-01 11:00:00
"PDX",2016,10,1,12,NA,NA,NA,120,6.90468,7.9457676504,NA,NA,10,2016-10-01 12:00:00
"PDX",2016,10,1,13,NA,NA,NA,160,5.7539,6.621473042,NA,NA,10,2016-10-01 13:00:00
"PDX",2016,10,1,14,NA,NA,NA,150,8.05546,9.2700622588,NA,NA,10,2016-10-01 14:00:00
"PDX",2016,10,1,15,NA,NA,NA,120,10.35702,11.9186514756,NA,NA,10,2016-10-01 15:00:00
"PDX",2016,10,1,16,NA,NA,NA,140,8.05546,9.2700622588,NA,NA,10,2016-10-01 16:00:00
"PDX",2016,10,1,17,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2016-10-01 17:00:00
"PDX",2016,10,1,18,NA,NA,NA,180,16.11092,18.5401245176,NA,NA,10,2016-10-01 18:00:00
"PDX",2016,10,1,19,NA,NA,NA,NA,NA,NA,NA,NA,10,2016-10-01 19:00:00
"PDX",2016,10,1,20,NA,NA,NA,NA,NA,NA,NA,NA,10,2016-10-01 20:00:00
"PDX",2016,10,1,21,NA,NA,NA,180,17.2617,19.864419126,NA,NA,10,2016-10-01 21:00:00
"PDX",2016,10,1,22,NA,NA,NA,180,17.2617,19.864419126,NA,NA,10,2016-10-01 22:00:00
"PDX",2016,10,1,23,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2016-10-01 23:00:00
"PDX",2016,10,2,0,NA,NA,NA,170,12.65858,14.5672406924,NA,NA,10,2016-10-02 00:00:00
"PDX",2016,10,2,1,NA,NA,NA,170,9.20624,10.5943568672,NA,NA,10,2016-10-02 01:00:00
"PDX",2016,10,2,2,NA,NA,NA,0,0,0,NA,NA,10,2016-10-02 02:00:00
"PDX",2016,10,2,3,NA,NA,NA,0,0,0,NA,NA,10,2016-10-02 03:00:00
"PDX",2016,10,2,4,NA,NA,NA,160,6.90468,7.9457676504,NA,NA,10,2016-10-02 04:00:00
"PDX",2016,10,2,5,NA,NA,NA,140,10.35702,11.9186514756,NA,NA,10,2016-10-02 05:00:00
"PDX",2016,10,2,6,NA,NA,NA,140,9.20624,10.5943568672,NA,NA,10,2016-10-02 06:00:00
"PDX",2016,10,2,7,NA,NA,NA,110,10.35702,11.9186514756,NA,NA,10,2016-10-02 07:00:00
"PDX",2016,10,2,8,NA,NA,NA,190,6.90468,7.9457676504,NA,NA,10,2016-10-02 08:00:00
"PDX",2016,10,2,9,NA,NA,NA,280,3.45234,3.9728838252,NA,NA,8,2016-10-02 09:00:00
"PDX",2016,10,2,10,NA,NA,NA,100,6.90468,7.9457676504,NA,NA,10,2016-10-02 10:00:00
"PDX",2016,10,2,11,NA,NA,NA,110,6.90468,7.9457676504,0.01,NA,10,2016-10-02 11:00:00
"PDX",2016,10,2,12,NA,NA,NA,150,5.7539,6.621473042,0.02,NA,10,2016-10-02 12:00:00
"PDX",2016,10,2,13,NA,NA,NA,110,8.05546,9.2700622588,0,NA,10,2016-10-02 13:00:00
"PDX",2016,10,2,14,NA,NA,NA,190,3.45234,3.9728838252,NA,NA,10,2016-10-02 14:00:00
"PDX",2016,10,2,15,NA,NA,NA,140,3.45234,3.9728838252,NA,NA,10,2016-10-02 15:00:00
"PDX",2016,10,2,16,NA,NA,NA,160,3.45234,3.9728838252,0.01,NA,5,2016-10-02 16:00:00
"PDX",2016,10,2,17,NA,NA,NA,210,4.60312,5.2971784336,NA,NA,10,2016-10-02 17:00:00
"PDX",2016,10,2,18,NA,NA,NA,0,0,0,NA,NA,10,2016-10-02 18:00:00
"PDX",2016,10,2,19,NA,NA,NA,0,0,0,NA,NA,10,2016-10-02 19:00:00
"PDX",2016,10,2,20,NA,NA,NA,0,0,0,NA,NA,10,2016-10-02 20:00:00
"PDX",2016,10,2,21,57.92,48.02,69.52,0,0,0,0,NA,10,2016-10-02 21:00:00
"PDX",2016,10,2,22,NA,NA,NA,240,5.7539,6.621473042,NA,NA,10,2016-10-02 22:00:00
"PDX",2016,10,2,23,NA,NA,NA,170,6.90468,7.9457676504,NA,NA,10,2016-10-02 23:00:00
"PDX",2016,10,3,0,NA,NA,NA,210,8.05546,9.2700622588,NA,NA,10,2016-10-03 00:00:00
"PDX",2016,10,3,1,NA,NA,NA,180,10.35702,11.9186514756,NA,NA,10,2016-10-03 01:00:00
"PDX",2016,10,3,2,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,10,2016-10-03 02:00:00
"PDX",2016,10,3,3,NA,NA,NA,140,6.90468,7.9457676504,NA,NA,10,2016-10-03 03:00:00
"PDX",2016,10,3,4,NA,NA,NA,120,5.7539,6.621473042,NA,NA,10,2016-10-03 04:00:00
"PDX",2016,10,3,5,NA,NA,NA,140,5.7539,6.621473042,NA,NA,10,2016-10-03 05:00:00
"PDX",2016,10,3,6,NA,NA,NA,140,4.60312,5.2971784336,NA,NA,10,2016-10-03 06:00:00
"PDX",2016,10,3,7,NA,NA,NA,140,6.90468,7.9457676504,NA,NA,10,2016-10-03 07:00:00
"PDX",2016,10,3,8,NA,NA,NA,120,6.90468,7.9457676504,NA,NA,10,2016-10-03 08:00:00
"PDX",2016,10,3,9,NA,NA,NA,140,8.05546,9.2700622588,NA,NA,10,2016-10-03 09:00:00
"PDX",2016,10,3,10,NA,NA,NA,0,0,0,NA,NA,10,2016-10-03 10:00:00
"PDX",2016,10,3,11,NA,NA,NA,100,4.60312,5.2971784336,NA,NA,10,2016-10-03 11:00:00
"PDX",2016,10,3,12,NA,NA,NA,130,6.90468,7.9457676504,NA,NA,10,2016-10-03 12:00:00
"PDX",2016,10,3,13,NA,NA,NA,130,5.7539,6.621473042,NA,NA,10,2016-10-03 13:00:00
"PDX",2016,10,3,14,NA,NA,NA,110,8.05546,9.2700622588,NA,NA,10,2016-10-03 14:00:00
"PDX",2016,10,3,15,NA,NA,NA,0,0,0,NA,NA,10,2016-10-03 15:00:00
"PDX",2016,10,3,16,NA,NA,NA,0,0,0,NA,NA,10,2016-10-03 16:00:00
"PDX",2016,10,3,17,NA,NA,NA,0,0,0,NA,NA,10,2016-10-03 17:00:00
"PDX",2016,10,3,18,NA,NA,NA,110,8.05546,9.2700622588,NA,NA,10,2016-10-03 18:00:00
"PDX",2016,10,3,19,NA,NA,NA,0,0,0,NA,NA,10,2016-10-03 19:00:00
"PDX",2016,10,3,20,NA,NA,NA,220,6.90468,7.9457676504,NA,NA,10,2016-10-03 20:00:00
"PDX",2016,10,3,21,NA,NA,NA,210,13.80936,15.8915353008,NA,NA,10,2016-10-03 21:00:00
"PDX",2016,10,3,22,NA,NA,NA,210,6.90468,7.9457676504,NA,NA,10,2016-10-03 22:00:00
"PDX",2016,10,3,23,NA,NA,NA,230,4.60312,5.2971784336,NA,NA,10,2016-10-03 23:00:00
"PDX",2016,10,4,0,NA,NA,NA,0,0,0,NA,NA,10,2016-10-04 00:00:00
"PDX",2016,10,4,1,NA,NA,NA,80,4.60312,5.2971784336,NA,NA,10,2016-10-04 01:00:00
"PDX",2016,10,4,2,NA,NA,NA,230,4.60312,5.2971784336,NA,NA,10,2016-10-04 02:00:00
"PDX",2016,10,4,3,NA,NA,NA,140,3.45234,3.9728838252,NA,NA,10,2016-10-04 03:00:00
"PDX",2016,10,4,4,NA,NA,NA,200,3.45234,3.9728838252,NA,NA,10,2016-10-04 04:00:00
"PDX",2016,10,4,5,NA,NA,NA,160,5.7539,6.621473042,0,NA,8,2016-10-04 05:00:00
"PDX",2016,10,4,6,53.06,50,89.31,130,6.90468,7.9457676504,0,NA,10,2016-10-04 06:00:00
"PDX",2016,10,4,7,NA,NA,NA,120,6.90468,7.9457676504,NA,NA,10,2016-10-04 07:00:00
"PDX",2016,10,4,8,NA,NA,NA,140,8.05546,9.2700622588,NA,NA,10,2016-10-04 08:00:00
"PDX",2016,10,4,9,NA,NA,NA,130,3.45234,3.9728838252,NA,NA,10,2016-10-04 09:00:00
"PDX",2016,10,4,10,NA,NA,NA,200,4.60312,5.2971784336,NA,NA,10,2016-10-04 10:00:00
"PDX",2016,10,4,11,NA,NA,NA,0,0,0,NA,NA,10,2016-10-04 11:00:00
"PDX",2016,10,4,12,NA,NA,NA,190,8.05546,9.2700622588,0.01,NA,10,2016-10-04 12:00:00
"PDX",2016,10,4,13,NA,NA,NA,200,9.20624,10.5943568672,NA,NA,10,2016-10-04 13:00:00
"PDX",2016,10,4,14,NA,NA,NA,210,10.35702,11.9186514756,NA,NA,10,2016-10-04 14:00:00
"PDX",2016,10,4,15,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2016-10-04 15:00:00
"PDX",2016,10,4,16,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2016-10-04 16:00:00
"PDX",2016,10,4,17,NA,NA,NA,210,12.65858,14.5672406924,NA,NA,10,2016-10-04 17:00:00
"PDX",2016,10,4,18,NA,NA,NA,200,10.35702,11.9186514756,NA,NA,10,2016-10-04 18:00:00
"PDX",2016,10,4,19,NA,NA,NA,160,8.05546,9.2700622588,NA,NA,10,2016-10-04 19:00:00
"PDX",2016,10,4,20,NA,NA,NA,180,17.2617,19.864419126,NA,NA,10,2016-10-04 20:00:00
"PDX",2016,10,4,21,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,9,2016-10-04 21:00:00
"PDX",2016,10,4,22,NA,NA,NA,180,6.90468,7.9457676504,NA,NA,10,2016-10-04 22:00:00
"PDX",2016,10,4,23,NA,NA,NA,200,14.96014,17.2158299092,NA,NA,10,2016-10-04 23:00:00
"PDX",2016,10,5,0,NA,NA,NA,210,14.96014,17.2158299092,NA,NA,10,2016-10-05 00:00:00
"PDX",2016,10,5,1,NA,NA,NA,190,16.11092,18.5401245176,NA,NA,10,2016-10-05 01:00:00
"PDX",2016,10,5,2,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2016-10-05 02:00:00
"PDX",2016,10,5,3,NA,NA,NA,140,5.7539,6.621473042,NA,NA,10,2016-10-05 03:00:00
"PDX",2016,10,5,4,NA,NA,NA,180,9.20624,10.5943568672,0,NA,9,2016-10-05 04:00:00
"PDX",2016,10,5,5,NA,NA,NA,180,9.20624,10.5943568672,NA,NA,10,2016-10-05 05:00:00
"PDX",2016,10,5,6,NA,NA,NA,180,11.5078,13.242946084,NA,NA,10,2016-10-05 06:00:00
"PDX",2016,10,5,7,NA,NA,NA,180,13.80936,15.8915353008,NA,NA,10,2016-10-05 07:00:00
"PDX",2016,10,5,8,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2016-10-05 08:00:00
"PDX",2016,10,5,9,NA,NA,NA,170,13.80936,15.8915353008,NA,NA,10,2016-10-05 09:00:00
"PDX",2016,10,5,10,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2016-10-05 10:00:00
"PDX",2016,10,5,11,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2016-10-05 11:00:00
"PDX",2016,10,5,12,NA,NA,NA,150,11.5078,13.242946084,0.01,NA,9,2016-10-05 12:00:00
"PDX",2016,10,5,13,NA,NA,NA,160,10.35702,11.9186514756,0.02,NA,10,2016-10-05 13:00:00
"PDX",2016,10,5,14,NA,NA,NA,NA,NA,NA,NA,NA,10,2016-10-05 14:00:00
"PDX",2016,10,5,15,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2016-10-05 15:00:00
"PDX",2016,10,5,16,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,10,2016-10-05 16:00:00
"PDX",2016,10,5,17,NA,NA,NA,180,16.11092,18.5401245176,NA,NA,10,2016-10-05 17:00:00
"PDX",2016,10,5,18,NA,NA,NA,180,17.2617,19.864419126,NA,NA,10,2016-10-05 18:00:00
"PDX",2016,10,5,19,NA,NA,NA,170,16.11092,18.5401245176,NA,NA,10,2016-10-05 19:00:00
"PDX",2016,10,5,20,NA,NA,NA,180,13.80936,15.8915353008,NA,NA,10,2016-10-05 20:00:00
"PDX",2016,10,5,21,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2016-10-05 21:00:00
"PDX",2016,10,5,22,NA,NA,NA,200,12.65858,14.5672406924,NA,NA,10,2016-10-05 22:00:00
"PDX",2016,10,5,23,NA,NA,NA,NA,NA,NA,NA,NA,4,2016-10-05 23:00:00
"PDX",2016,10,6,0,57.92,55.04,90.11,0,0,0,0.01,NA,4,2016-10-06 00:00:00
"PDX",2016,10,6,1,NA,NA,NA,250,4.60312,5.2971784336,NA,NA,10,2016-10-06 01:00:00
"PDX",2016,10,6,2,NA,NA,NA,270,17.2617,19.864419126,NA,NA,10,2016-10-06 02:00:00
"PDX",2016,10,6,3,NA,NA,NA,280,10.35702,11.9186514756,NA,NA,10,2016-10-06 03:00:00
"PDX",2016,10,6,4,NA,NA,NA,260,11.5078,13.242946084,NA,NA,10,2016-10-06 04:00:00
"PDX",2016,10,6,5,NA,NA,NA,240,6.90468,7.9457676504,NA,NA,10,2016-10-06 05:00:00
"PDX",2016,10,6,6,NA,NA,NA,230,6.90468,7.9457676504,NA,NA,10,2016-10-06 06:00:00
"PDX",2016,10,6,7,NA,NA,NA,220,4.60312,5.2971784336,NA,NA,10,2016-10-06 07:00:00
"PDX",2016,10,6,8,NA,NA,NA,200,5.7539,6.621473042,NA,NA,10,2016-10-06 08:00:00
"PDX",2016,10,6,9,NA,NA,NA,0,0,0,NA,NA,10,2016-10-06 09:00:00
"PDX",2016,10,6,10,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,10,2016-10-06 10:00:00
"PDX",2016,10,6,11,NA,NA,NA,180,5.7539,6.621473042,NA,NA,10,2016-10-06 11:00:00
"PDX",2016,10,6,12,NA,NA,NA,180,3.45234,3.9728838252,NA,NA,10,2016-10-06 12:00:00
"PDX",2016,10,6,13,NA,NA,NA,0,0,0,NA,NA,10,2016-10-06 13:00:00
"PDX",2016,10,6,14,NA,NA,NA,170,3.45234,3.9728838252,NA,NA,10,2016-10-06 14:00:00
"PDX",2016,10,6,15,NA,NA,NA,130,3.45234,3.9728838252,NA,NA,10,2016-10-06 15:00:00
"PDX",2016,10,6,16,NA,NA,NA,190,4.60312,5.2971784336,NA,NA,10,2016-10-06 16:00:00
"PDX",2016,10,6,17,NA,NA,NA,180,8.05546,9.2700622588,NA,NA,10,2016-10-06 17:00:00
"PDX",2016,10,6,18,NA,NA,NA,190,10.35702,11.9186514756,NA,NA,10,2016-10-06 18:00:00
"PDX",2016,10,6,19,NA,NA,NA,180,9.20624,10.5943568672,NA,NA,10,2016-10-06 19:00:00
"PDX",2016,10,6,20,NA,NA,NA,190,8.05546,9.2700622588,NA,NA,10,2016-10-06 20:00:00
"PDX",2016,10,6,21,NA,NA,NA,210,10.35702,11.9186514756,NA,NA,10,2016-10-06 21:00:00
"PDX",2016,10,6,22,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2016-10-06 22:00:00
"PDX",2016,10,6,23,NA,NA,NA,190,12.65858,14.5672406924,NA,NA,10,2016-10-06 23:00:00
"PDX",2016,10,7,0,NA,NA,NA,190,13.80936,15.8915353008,NA,NA,10,2016-10-07 00:00:00
"PDX",2016,10,7,1,NA,NA,NA,170,6.90468,7.9457676504,0.01,NA,10,2016-10-07 01:00:00
"PDX",2016,10,7,2,NA,NA,NA,150,8.05546,9.2700622588,NA,NA,10,2016-10-07 02:00:00
"PDX",2016,10,7,3,NA,NA,NA,150,4.60312,5.2971784336,NA,NA,10,2016-10-07 03:00:00
"PDX",2016,10,7,4,NA,NA,NA,150,11.5078,13.242946084,NA,NA,10,2016-10-07 04:00:00
"PDX",2016,10,7,5,NA,NA,NA,160,10.35702,11.9186514756,NA,NA,10,2016-10-07 05:00:00
"PDX",2016,10,7,6,55.04,51.08,86.47,180,10.35702,11.9186514756,0,NA,10,2016-10-07 06:00:00
"PDX",2016,10,7,7,NA,NA,NA,170,14.96014,17.2158299092,NA,NA,10,2016-10-07 07:00:00
"PDX",2016,10,7,8,NA,NA,NA,190,11.5078,13.242946084,0.06,NA,6,2016-10-07 08:00:00
"PDX",2016,10,7,9,NA,NA,NA,160,11.5078,13.242946084,0.01,NA,7,2016-10-07 09:00:00
"PDX",2016,10,7,10,NA,NA,NA,180,9.20624,10.5943568672,0.02,NA,7,2016-10-07 10:00:00
"PDX",2016,10,7,11,NA,NA,NA,180,12.65858,14.5672406924,NA,NA,10,2016-10-07 11:00:00
"PDX",2016,10,7,12,NA,NA,NA,200,17.2617,19.864419126,NA,NA,7,2016-10-07 12:00:00
"PDX",2016,10,7,13,NA,NA,NA,200,14.96014,17.2158299092,NA,NA,6,2016-10-07 13:00:00
"PDX",2016,10,7,14,NA,NA,NA,200,11.5078,13.242946084,NA,NA,10,2016-10-07 14:00:00
"PDX",2016,10,7,15,NA,NA,NA,220,8.05546,9.2700622588,NA,NA,10,2016-10-07 15:00:00
"PDX",2016,10,7,16,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 16:00:00
"PDX",2016,10,7,17,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 17:00:00
"PDX",2016,10,7,18,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 18:00:00
"PDX",2016,10,7,19,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 19:00:00
"PDX",2016,10,7,20,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 20:00:00
"PDX",2016,10,7,21,NA,NA,NA,0,0,0,NA,NA,10,2016-10-07 21:00:00
"PDX",2016,10,7,22,NA,NA,NA,70,5.7539,6.621473042,NA,NA,10,2016-10-07 22:00:00
"PDX",2016,10,7,23,NA,NA,NA,50,4.60312,5.2971784336,NA,NA,10,2016-10-07 23:00:00
"PDX",2016,10,8,0,NA,NA,NA,50,4.60312,5.2971784336,NA,NA,10,2016-10-08 00:00:00
"PDX",2016,10,8,1,NA,NA,NA,0,0,0,NA,NA,10,2016-10-08 01:00:00
"PDX",2016,10,8,2,NA,NA,NA,100,8.05546,9.2700622588,NA,NA,10,2016-10-08 02:00:00
"PDX",2016,10,8,3,NA,NA,NA,120,3.45234,3.9728838252,0,NA,8,2016-10-08 03:00:00
"PDX",2016,10,8,4,NA,NA,NA,160,4.60312,5.2971784336,NA,NA,10,2016-10-08 04:00:00
"PDX",2016,10,8,5,NA,NA,NA,0,0,0,NA,NA,10,2016-10-08 05:00:00
"PDX",2016,10,8,6,NA,NA,NA,0,0,0,NA,NA,10,2016-10-08 06:00:00
"PDX",2016,10,8,7,NA,NA,NA,100,4.60312,5.2971784336,NA,NA,10,2016-10-08 07:00:00
"PDX",2016,10,8,8,NA,NA,NA,100,4.60312,5.2971784336,NA,NA,10,2016-10-08 08:00:00
"PDX",2016,10,8,9,NA,NA,NA,120,6.90468,7.9457676504,NA,NA,10,2016-10-08 09:00:00
"PDX",2016,10,8,10,NA,NA,NA,140,5.7539,6.621473042,NA,NA,10,2016-10-08 10:00:00
"PDX",2016,10,8,11,NA,NA,NA,140,6.90468,7.9457676504,NA,NA,10,2016-10-08 11:00:00
"PDX",2016,10,8,12,NA,NA,NA,140,6.90468,7.9457676504,NA,NA,10,2016-10-08 12:00:00
"PDX",2016,10,8,13,NA,NA,NA,0,0,0,NA,NA,10,2016-10-08 13:00:00
"PDX",2016,10,8,14,NA,NA,NA,120,8.05546,9.2700622588,NA,NA,10,2016-10-08 14:00:00
"PDX",2016,10,8,15,NA,NA,NA,120,8.05546,9.2700622588,NA,NA,10,2016-10-08 15:00:00
"PDX",2016,10,8,16,NA,NA,NA,130,6.90468,7.9457676504,NA,NA,10,2016-10-08 16:00:00
